admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B5_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_D_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A123_m2a,GHG_A45_m2a,GHG_A12345_m2a,GHG_B1234_m2a,GHG_B12345_m2a,GHG_B67_m2a,GHG_B1234567_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a
CSTB223,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,114.0,n/a,0-5000,2.0,1,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,69519.40000000001,n/a,12.196385964912283,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7668578947368421,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.732064912280702,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6935614035087719,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.7528438596491225,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6661,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5809666666666667,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB224,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,108.0,n/a,0-5000,2.0,0,0,massive brick,Other,n/a,1,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,63374.49999999999,n/a,11.736018518518517,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5609814814814815,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.324298148148148,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8348129629629629,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5350462962962963,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.666438888888889,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5810203703703705,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB225,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,125.0,n/a,0-5000,2.0,2,1,massive brick,Other,n/a,1,n/a,22.1,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,71473.01,n/a,11.435681599999999,1.6465,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.540216,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.4588864,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7620624,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.259552,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6520944,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5787472,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB226,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,126.0,n/a,0-5000,2.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,69895.70000000001,n/a,11.094555555555557,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5058761904761905,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.226757142857143,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7050666666666667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.2483412698412697,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6695857142857147,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5815190476190477,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB227,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,203.0,n/a,0-5000,2.0,2,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,105602.67000000001,n/a,10.4042039408867,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.44035960591133,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.0520197044334973,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9630305418719212,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.7100866995073885,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.658377339901478,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5797428571428572,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB228,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,869.0,n/a,0-5000,23.0,3,0,massive brick,Other,n/a,2,n/a,53.7,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,525712.1399999999,n/a,12.099243728423474,12.5781,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8064803222094362,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.4553574223245107,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.128495742232451,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.1324402761795165,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB229,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,151.0,n/a,0-5000,2.0,2,1,massive brick,Flat roof,n/a,0,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,105318.79000000002,n/a,13.949508609271527,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2381602649006624,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.32836821192053,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0517350993377483,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.082312582781457,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6670291390728478,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5811139072847682,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB230,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,187.0,n/a,0-5000,2.0,4,0,massive brick,Other,n/a,0,n/a,46.3,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,108320.52,n/a,11.585082352941177,9.6835,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.09056256684492,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8595155080213903,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1997732620320856,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2059294117647057,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6502139037433152,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5784491978609626,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB231,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,135.0,n/a,0-5000,2.0,2,0,massive brick,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,85381.14,n/a,12.649057777777777,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7200637037037038,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.5480903703703706,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.893011851851852,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.1165407407407413,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6637955555555557,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5806014814814815,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB232,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,147.0,n/a,0-5000,2.0,2,0,massive brick,Other,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,81816.45,n/a,11.131489795918366,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6239292517006803,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.150289795918367,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7203006802721089,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.265204081632653,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.670457142857143,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5816571428571429,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB233,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,271.0,n/a,0-5000,7.0,0,0,massive brick,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,194825.5,n/a,14.378265682656826,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.842150553505535,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.101908487084871,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.9238428044280442,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1499232472324725,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB234,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,271.0,n/a,0-5000,7.0,0,0,massive brick,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,194870.61,n/a,14.381594833948338,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8422583025830258,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.1051306273062735,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.9238428044280442,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1499232472324725,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB235,CSTB,Non-residential,Office,New Built,France,n/a,n/a,2015-2019,n/a,France,2117.0,n/a,0-5000,143.0,4,0,massive concrete,Flat roof,n/a,2,n/a,47.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1788619.6800000002,n/a,60.34886564545517,3.2995,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.44168128753627095,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.627703286321614,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.950146433632499,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.036999122747824,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.357142857142858,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6428571428571429,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB236,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,466.0,n/a,0-5000,13.26,3,0,frame concrete,Flat roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,341390.17999999993,n/a,14.651939055793989,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9768030042918454,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.677902575107296,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.3755296137339053,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5857845493562233,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.562197424892704,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.640549356223176,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB237,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1726.0,n/a,0-5000,47.0,5,0,massive concrete,Flat roof,n/a,2,n/a,54.1,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1247649.5999999999,n/a,14.457121668597914,12.582,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3066018539976825,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.2276161066048674,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1539092699884126,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.451972421784473,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.559288064889919,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6398220162224797,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB238,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,639.3,n/a,0-5000,20.0,2,0,frame concrete/wood,Flat roof,n/a,2,n/a,18.2,n/a,Other,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,527900.7000000001,n/a,16.514960112623186,1.5847,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.765648365399656,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.972095416862193,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.431976849679337,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.105053026748005,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6600000000000006,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5800000000000001,n/a,n/a,n/a,n/a,n/a,n/a,n/a
