site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,eurostat_metal_materials,eurostat_non-metallic_minerals,eurostat_fossil_energy_materials,eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts
DK,BUILD24,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Advanced,2020,No certification,,199000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.51,,2.28,1.13,1.61,5.1,,,,,,,,,,,,,1.13,1.61,,,,4.59,0.51,2.28,,1.13,,1.61,,5.1,-1.44,,,,,,,,,,,2.28,,1.13,,1.61,,5.1,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5088132,2.350176263,621.1180124,12.42236025,,,,,0.267920094,,0.132784959,,,0.599294947,0.267920094,,0.132784959,,,0.599294947
DK,BUILD25,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Standard,2015,No certification,,243000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.65,,5.57,0.78,3.03,2.3,,,,,,,,,,,,,0.78,3.03,,,,1.69,0.61,5.57,,0.78,,3.03,,2.3,-1.19,,,,,,,,,,,5.57,,0.78,,3.03,,2.3,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6069364,2.312138728,330.0330033,6.600660066,,,,,0.643930636,,0.09017341,,,0.265895954,0.643930636,,0.09017341,,,0.265895954
DK,BUILD26,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),148,148,0-5000,,,,No data,,New Standard,2020,No certification,,187000,1263.513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,separately considered,,10.1,,3.69,1.96,,4.45,,,,,,,,,,,,,1.96,,,,,3.9,0.55,3.69,,1.96,,,,4.45,-1.86,,,,,,,,,,,3.69,,1.96,,,,4.45,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00990099,1.98019802,,,,,,,0.365346535,,0.194059406,,,0.440594059,0.365346535,,0.194059406,,,0.440594059
DK,BUILD27,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Standard,2015,DGNB,,6010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.33,,5.31,0.44,2.63,0.58,,,,,,,,,,,,,0.44,2.63,,,,0.28,0.3,5.31,,0.44,,2.63,,0.58,-1.22,,,,,,,,,,,5.31,,0.44,,2.63,,0.58,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.9778831,3.159557662,380.2281369,7.604562738,,,,,0.838862559,,0.069510269,,,0.091627172,0.838862559,,0.069510269,,,0.091627172
DK,BUILD28,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,40001-45000,,,,No data,,New Standard,2015,DGNB,,68500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,5.6,,4.31,0.36,2.27,0.93,,,,,,,,,,,,,0.36,2.27,,,,0.76,0.17,4.31,,0.36,,2.27,,0.93,-0.88,,,,,,,,,,,4.31,,0.36,,2.27,,0.93,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5714286,3.571428571,440.5286344,8.810572687,,,,,0.769642857,,0.064285714,,,0.166071429,0.769642857,,0.064285714,,,0.166071429
DK,BUILD29,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Advanced,2020,DGNB,,13400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,7.93,,5.96,1.04,2.04,0.93,,,,,,,,,,,,,1.04,2.04,,,,0.71,0.22,5.96,,1.04,,2.04,,0.93,-1.4,,,,,,,,,,,5.96,,1.04,,2.04,,0.93,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1034048,2.522068096,490.1960784,9.803921569,,,,,0.751576293,,0.131147541,,,0.117276166,0.751576293,,0.131147541,,,0.117276166
DK,BUILD30,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Advanced,2020,DGNB,,8370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,7.69,,5.67,1.29,1.92,0.73,,,,,,,,,,,,,1.29,1.92,,,,0.24,0.49,5.67,,1.29,,1.92,,0.73,-1.27,,,,,,,,,,,5.67,,1.29,,1.92,,0.73,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0390117,2.600780234,520.8333333,10.41666667,,,,,0.737321196,,0.167750325,,,0.094928479,0.737321196,,0.167750325,,,0.094928479
DK,BUILD31,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Standard,2015,DGNB,,4260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,7.7,,5.59,1.33,2.36,0.78,,,,,,,,,,,,,1.33,2.36,,,,0.72,0.06,5.59,,1.33,,2.36,,0.78,-1.03,,,,,,,,,,,5.59,,1.33,,2.36,,0.78,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.8701299,2.597402597,423.7288136,8.474576271,,,,,0.725974026,,0.172727273,,,0.101298701,0.725974026,,0.172727273,,,0.101298701
DK,BUILD32,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,15001-20000,,,,No data,,New Standard,2015,DGNB,,15500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.39,,4.09,1.39,1.86,0.91,,,,,,,,,,,,,1.39,1.86,,,,0.67,0.24,4.09,,1.39,,1.86,,0.91,-1.73,,,,,,,,,,,4.09,,1.39,,1.86,,0.91,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4945227,3.129890454,537.6344086,10.75268817,,,,,0.640062598,,0.217527387,,,0.142410016,0.640062598,,0.217527387,,,0.142410016
DK,BUILD33,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Advanced,2020,DGNB,,6040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,9.87,,6.65,1.83,2.41,1.39,,,,,,,,,,,,,1.83,2.41,,,,0.37,1.02,6.65,,1.83,,2.41,,1.39,-1.95,,,,,,,,,,,6.65,,1.83,,2.41,,1.39,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3171226,2.026342452,414.9377593,8.298755187,,,,,0.673758865,,0.185410334,,,0.1408308,0.673758865,,0.185410334,,,0.1408308
DK,BUILD34,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Advanced,2020,DGNB,,1890000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,9.46,,5.87,2.28,3.08,1.31,,,,,,,,,,,,,2.28,3.08,,,,0.58,0.73,5.87,,2.28,,3.08,,1.31,-1.47,,,,,,,,,,,5.87,,2.28,,3.08,,1.31,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7082452,2.114164905,324.6753247,6.493506494,,,,,0.6205074,,0.241014799,,,0.138477801,0.6205074,,0.241014799,,,0.138477801
DK,BUILD35,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,10001-15000,,,,No data,,New Standard,2015,DGNB,,13000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.54,,5.29,0.84,2.16,0.41,,,,,,,,,,,,,0.84,2.16,,,,0.29,0.12,5.29,,0.84,,2.16,,0.41,-1.04,,,,,,,,,,,5.29,,0.84,,2.16,,0.41,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.9051988,3.058103976,462.962963,9.259259259,,,,,0.808868502,,0.128440367,,,0.062691131,0.808868502,,0.128440367,,,0.062691131
DK,BUILD36,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Standard,2015,DGNB,,8530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,9.18,,6.33,1.95,2.42,0.9,,,,,,,,,,,,,1.95,2.42,,,,0.43,0.47,6.33,,1.95,,2.42,,0.9,-1.87,,,,,,,,,,,6.33,,1.95,,2.42,,0.9,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.9324619,2.178649237,413.2231405,8.26446281,,,,,0.689542484,,0.212418301,,,0.098039216,0.689542484,,0.212418301,,,0.098039216
DK,BUILD37,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,25001-30000,,,,No data,,New Standard,2015,DGNB,,43600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,4.59,,4.15,0.13,1.67,0.31,,,,,,,,,,,,,0.13,1.67,,,,0.3,0.01,4.15,,0.13,,1.67,,0.31,-0.95,,,,,,,,,,,4.15,,0.13,,1.67,,0.31,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.8649237,4.357298475,598.8023952,11.9760479,,,,,0.904139434,,0.02832244,,,0.067538126,0.904139434,,0.02832244,,,0.067538126
DK,BUILD38,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Standard,2010,DGNB,,8210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,5.01,,3.98,0.67,2.98,0.36,,,,,,,,,,,,,0.67,2.98,,,,0.22,0.14,3.98,,0.67,,2.98,,0.36,-0.74,,,,,,,,,,,3.98,,0.67,,2.98,,0.36,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.6007984,3.992015968,335.5704698,6.711409396,,,,,0.794411178,,0.133732535,,,0.071856287,0.794411178,,0.133732535,,,0.071856287
DK,BUILD39,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,10001-15000,,,,No data,,New Advanced,2020,DGNB,,11500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,5.03,,3.51,1.24,2.12,0.28,,,,,,,,,,,,,1.24,2.12,,,,0.1,0.18,3.51,,1.24,,2.12,,0.28,-0.68,,,,,,,,,,,3.51,,1.24,,2.12,,0.28,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.8071571,3.976143141,471.6981132,9.433962264,,,,,0.697813121,,0.246520875,,,0.055666004,0.697813121,,0.246520875,,,0.055666004
DK,BUILD40,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Advanced,2020,DGNB,,7270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,7.36,,4.53,1.41,2.12,1.42,,,,,,,,,,,,,1.41,2.12,,,,0.44,0.98,4.53,,1.41,,2.12,,1.42,-1.05,,,,,,,,,,,4.53,,1.41,,2.12,,1.42,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8695652,2.717391304,471.6981132,9.433962264,,,,,0.61548913,,0.191576087,,,0.192934783,0.61548913,,0.191576087,,,0.192934783
DK,BUILD41,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Standard,2015,DGNB,,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.14,,4.76,0.77,2.59,0.61,,,,,,,,,,,,,0.77,2.59,,,,0.13,0.48,4.76,,0.77,,2.59,,0.61,-0.86,,,,,,,,,,,4.76,,0.77,,2.59,,0.61,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8664495,3.25732899,386.1003861,7.722007722,,,,,0.7752443,,0.125407166,,,0.099348534,0.7752443,,0.125407166,,,0.099348534
DK,BUILD42,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),12944,12944,10001-15000,,,,No data,,New Advanced,2020,No certification,,16500000,1274.721879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.69,,5.19,0.94,2.01,0.56,,,,,,,,,,,,,0.94,2.01,,,,0.21,0.35,5.19,,0.94,,2.01,,0.56,-1.54,,,,,,,,,,,5.19,,0.94,,2.01,,0.56,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.4768311,2.989536622,497.5124378,9.950248756,,,,,0.775784753,,0.140508221,,,0.083707025,0.775784753,,0.140508221,,,0.083707025
DK,BUILD43,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Advanced,2020,DGNB,,1810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.72,,4.67,1.03,3.06,1.02,,,,,,,,,,,,,1.03,3.06,,,,0.35,0.67,4.67,,1.03,,3.06,,1.02,-0.8,,,,,,,,,,,4.67,,1.03,,3.06,,1.02,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8095238,2.976190476,326.7973856,6.535947712,,,,,0.694940476,,0.15327381,,,0.151785714,0.694940476,,0.15327381,,,0.151785714
DK,BUILD44,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,0-5000,,,,No data,,New Standard,2015,DGNB,,1120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,9.3,,7.93,0.6,1.98,0.77,,,,,,,,,,,,,0.6,1.98,,,,0.42,0.35,7.93,,0.6,,1.98,,0.77,-1.92,,,,,,,,,,,7.93,,0.6,,1.98,,0.77,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5268817,2.150537634,505.0505051,10.1010101,,,,,0.852688172,,0.064516129,,,0.082795699,0.852688172,,0.064516129,,,0.082795699
DK,BUILD45,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,No data,,New Standard,2015,DGNB,,10400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.62,,5.23,0.76,2.59,0.63,,,,,,,,,,,,,0.76,2.59,,,,0.57,0.06,5.23,,0.76,,2.59,,0.63,-0.64,,,,,,,,,,,5.23,,0.76,,2.59,,0.63,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0574018,3.021148036,386.1003861,7.722007722,,,,,0.790030211,,0.114803625,,,0.095166163,0.790030211,,0.114803625,,,0.095166163
DK,BUILD46,BUILD,BUILD,Non-residential,Office,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,10001-15000,,,,No data,,New Standard,2015,DGNB,,16800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.96,,5.07,1.34,2.28,0.55,,,,,,,,,,,,,1.34,2.28,,,,0.34,0.21,5.07,,1.34,,2.28,,0.55,-1,,,,,,,,,,,5.07,,1.34,,2.28,,0.55,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.6781609,2.873563218,438.5964912,8.771929825,,,,,0.728448276,,0.192528736,,,0.079022989,0.728448276,,0.192528736,,,0.079022989
